,Дата,Ссылка,Текст,Статус,all_tags
0,2019-07-04 10:06:25.96203+03,https://www.mkivanovo.ru/incident/2019/07/04/v-kineshme-mestnaya-zhitelnica-vyprygnula-s-balkona.html,"В Кинешме местная жительница выпрыгнула с балкона
Балкон находился на четвертом этаже многоквартирного дома. К счастью, на месте, куда приземлилась женщина, рос шиповник, что помогло ей избежать значительных травм, тем не менее, она до сих пор находится в больнице. Случилось происшествие ночью 2 июля. О мотивах поступка ничего не известно. По некоторым данным, женщина находилась в состоянии алкогольного опьянения.",2,"[{""md_type"":1,""machine_name"":""narushenie_suicid"",""pattern"":""591"",""stop"":false,""prob"":null,""tokens"":[8,10,14],""words"":""\u0432\u044b\u043f\u0440\u044b\u0433\u043d\u0443\u043b\u0430\n\u0441\n\u0411\u0430\u043b\u043a\u043e\u043d"",""type"":2,""id"":590},{""md_type"":1,""machine_name"":""narushenie_suicid"",""pattern"":""591"",""stop"":false,""prob"":null,""tokens"":[8,10,12],""words"":""\u0432\u044b\u043f\u0440\u044b\u0433\u043d\u0443\u043b\u0430\n\u0441\n\u0431\u0430\u043b\u043a\u043e\u043d\u0430"",""type"":2,""id"":590},{""md_type"":1,""machine_name"":""narushenie_suicid"",""pattern"":""591"",""stop"":false,""prob"":null,""tokens"":[8,9,10,11,12],""words"":""\u0432\u044b\u043f\u0440\u044b\u0433\u043d\u0443\u043b\u0430 \u0441 \u0431\u0430\u043b\u043a\u043e\u043d\u0430"",""type"":2,""id"":590},{""md_type"":1,""machine_name"":""Lena_animals"",""pattern"":""^\u0442\u0440\u0430\u0432\u043c.*;0"",""stop"":false,""prob"":null,""tokens"":[61],""words"":""\u0442\u0440\u0430\u0432\u043c"",""type"":1,""id"":1598},{""md_type"":1,""machine_name"":""prizyv_k_teraktu"",""pattern"":""^\u0431\u043e\u043b\u044c\u043d\u0438\u0446.*;0"",""stop"":false,""prob"":null,""tokens"":[83],""words"":""\u0431\u043e\u043b\u044c\u043d\u0438\u0446\u0435"",""type"":1,""id"":1324},{""md_type"":1,""machine_name"":""propaganda_narkotikov"",""pattern"":""^\u043f\u043e\u043c\u043e\u0433((\u043b[\u0430\u043e\u0438])|(\u0430.\u0442))?$;0"",""stop"":false,""prob"":null,""tokens"":[53],""words"":""\u043f\u043e\u043c\u043e\u0433\u043b\u043e"",""type"":1,""id"":1338},{""md_type"":1,""machine_name"":""narushenie_suicid"",""pattern"":"".*\u043f\u0440\u044b\u0433.*;(0, 0);^\u0441$;(0, 2);^\u0431\u0430\u043b\u043a\u043e\u043d.*;0"",""stop"":false,""prob"":null,""tokens"":[8,10,14],""words"":""\u0432\u044b\u043f\u0440\u044b\u0433\u043d\u0443\u043b\u0430\u0441\u0411\u0430\u043b\u043a\u043e\u043d"",""type"":1,""id"":591},{""md_type"":1,""machine_name"":""narushenie_suicid"",""pattern"":"".*\u043f\u0440\u044b\u0433.*;(0, 0);^\u0441$;(0, 2);^\u0431\u0430\u043b\u043a\u043e\u043d.*;0"",""stop"":false,""prob"":null,""tokens"":[8,10,12],""words"":""\u0432\u044b\u043f\u0440\u044b\u0433\u043d\u0443\u043b\u0430\u0441\u0431\u0430\u043b\u043a\u043e\u043d\u0430"",""type"":1,""id"":591},{""md_type"":1,""machine_name"":""narushenie_suicid"",""pattern"":""^((\u0441)|(\u0432\u044b))?\u043f\u0440\u044b\u0433\u043d.*;^ $;^\u0441$;^ $;^((\u0431\u0430\u043b\u043a\u043e\u043d\u0430)|(\u0432\u044b\u0441\u043e\u0442\u044b)|(\u043a\u0440\u044b\u0448\u0438)|(\u043b\u043e\u0434\u0436\u0438\u0438)|(.*\u043c\u043e\u0441\u0442\u0430)|(\u0432\u044b\u0448\u043a\u0438))$;0"",""stop"":false,""prob"":null,""tokens"":[8,9,10,11,12],""words"":""\u0432\u044b\u043f\u0440\u044b\u0433\u043d\u0443\u043b\u0430 \u0441 \u0431\u0430\u043b\u043a\u043e\u043d\u0430"",""type"":1,""id"":591}]"
1,2019-07-04 06:25:33.805686+03,http://ismi.ru/?nws0=1844877,"Главная: Смертельное видео: молодой человек кинулся под колеса грузовика
В социальной сети Вконтакте в группе Регион 70 появилось видео дорожно-транспортного происшествия со смертельным исходом. На кадрах видно, как молодой человек бросается под колеса проезжавшего мимо грузовика. Напомним накануне утром грузовик Hino сбил пешехода на Московском тракте, 39. По предварительным данным, 19-летний студент перебегал проезжую часть дороги вне пешеходного перехода. От полученных травм молодой человек скончался на месте происшествия. Обстоятельства произошедшего выясняются, - сообщили в пресс-службе УМВД России по Томской области. Очевидцев трагедии просят позвонить в ГИБДД по телефонам 8(3822) 66-44-22 и 8 (3822) 66-44-24.",2,"[{""md_type"":1,""machine_name"":""narushenie_suicid"",""pattern"":""591"",""stop"":false,""prob"":null,""tokens"":[64,65,66,67,68],""words"":""\u0431\u0440\u043e\u0441\u0430\u0435\u0442\u0441\u044f \u043f\u043e\u0434 \u043a\u043e\u043b\u0435\u0441\u0430"",""type"":2,""id"":590},{""md_type"":1,""machine_name"":""narushenie_suicid"",""pattern"":""591"",""stop"":false,""prob"":null,""tokens"":[12,13,14,15,16],""words"":""\u043a\u0438\u043d\u0443\u043b\u0441\u044f \u043f\u043e\u0434 \u043a\u043e\u043b\u0435\u0441\u0430"",""type"":2,""id"":590},{""md_type"":1,""machine_name"":""Lena_animals"",""pattern"":""^\u0442\u0440\u0430\u0432\u043c.*;0"",""stop"":false,""prob"":null,""tokens"":[131],""words"":""\u0442\u0440\u0430\u0432\u043c"",""type"":1,""id"":1598},{""md_type"":1,""machine_name"":""razzhiganie_socialnoy_rozni_st"",""pattern"":""^\u0433\u0438\u0431\u0434\u0434.*;0"",""stop"":false,""prob"":null,""tokens"":[182],""words"":""\u0413\u0418\u0411\u0414\u0414"",""type"":1,""id"":1251},{""md_type"":1,""machine_name"":""razzhiganie_socialnoy_rozni_st"",""pattern"":""^\u043f\u0435\u0448\u0435\u0445\u043e\u0434.*;0"",""stop"":false,""prob"":null,""tokens"":[89],""words"":""\u043f\u0435\u0448\u0435\u0445\u043e\u0434\u0430"",""type"":1,""id"":1251},{""md_type"":1,""machine_name"":""Lena_animals"",""pattern"":""^((\u0441)|(\u0443)|(\u043e\u0442)|(\u043f\u043e)|(\u0440\u0430\u0437)|(\u0434\u043e)|(\u0432\u044b)|(\u0438\u0437)|(\u0437\u0430))?\u0431\u0438[\u0442\u0432\u043b].*;0"",""stop"":false,""prob"":null,""tokens"":[87],""words"":""\u0441\u0431\u0438\u043b"",""type"":1,""id"":1597},{""md_type"":1,""machine_name"":""obvinenie_dolzhnostnogo_lica_st"",""pattern"":""^\u0440\u043e\u0441\u0441\u0438.*;0"",""stop"":false,""prob"":null,""tokens"":[163],""words"":""\u0420\u043e\u0441\u0441\u0438\u0438"",""type"":1,""id"":1271},{""md_type"":1,""machine_name"":""prizyv_k_teraktu"",""pattern"":""^\u0442\u043e\u043c\u0441\u043a.*;0"",""stop"":false,""prob"":null,""tokens"":[167],""words"":""\u0422\u043e\u043c\u0441\u043a\u043e\u0439"",""type"":1,""id"":1324},{""md_type"":1,""machine_name"":""narushenie_territorialnoy_celostnosti_rf"",""pattern"":""^\u0442\u043e\u043c\u0441\u043a.*;0"",""stop"":false,""prob"":null,""tokens"":[167],""words"":""\u0422\u043e\u043c\u0441\u043a\u043e\u0439"",""type"":1,""id"":1279},{""md_type"":1,""machine_name"":""narushenie_territorialnoy_celostnosti_rf"",""pattern"":""^\u043c\u043e\u0441\u043a\u043e?\u0432.*;0"",""stop"":false,""prob"":null,""tokens"":[93],""words"":""\u041c\u043e\u0441\u043a\u043e\u0432\u0441\u043a\u043e\u043c"",""type"":1,""id"":1279},{""md_type"":1,""machine_name"":""narushenie_suicid"",""pattern"":""^\u0431\u0440\u043e\u0441.*;^ $;^\u043f\u043e\u0434$;^ $;^\u043a\u043e\u043b\u0435\u0441\u0430$;0"",""stop"":false,""prob"":null,""tokens"":[64,65,66,67,68],""words"":""\u0431\u0440\u043e\u0441\u0430\u0435\u0442\u0441\u044f \u043f\u043e\u0434 \u043a\u043e\u043b\u0435\u0441\u0430"",""type"":1,""id"":591},{""md_type"":1,""machine_name"":""narushenie_suicid"",""pattern"":""^\u043a\u0438\u043d\u0443\u043b((\u0441\u044f)|([\u0430\u0438]\u0441\u044c))$;^ $;^\u043f\u043e\u0434$;^ $;^\u043a\u043e\u043b\u0435\u0441\u0430$;0"",""stop"":false,""prob"":null,""tokens"":[12,13,14,15,16],""words"":""\u043a\u0438\u043d\u0443\u043b\u0441\u044f \u043f\u043e\u0434 \u043a\u043e\u043b\u0435\u0441\u0430"",""type"":1,""id"":591}]"
